Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Slovenia,797,1736,Omicron (BA.2),818.93,60702,28635.13
Slovenia,811,1503,Omicron (BA.2),709.01,62205,29344.14
Slovenia,825,957,Omicron (BA.2),451.45,63162,29795.59
Slovenia,839,515,Omicron (BA.2),242.94,63677,30038.53
Slovenia,853,355,Omicron (BA.2),167.47,64032,30206.0
Slovenia,867,229,Omicron (BA.2),108.03,64261,30314.03
Slovenia,881,278,Omicron (BA.2),131.14,64539,30445.17
Slovenia,895,583,Omicron (BA.5),275.02,65122,30720.19
Slovenia,909,926,Omicron (BA.5),436.82,66048,31157.01
Slovenia,923,955,Omicron (BA.5),450.51,67003,31607.52
Slovenia,937,681,Omicron (BA.5),321.25,67684,31928.77
Slovenia,951,598,Omicron (BA.5),282.1,68282,32210.87
Slovenia,965,689,Omicron (BA.5),325.02,68971,32535.89
Slovenia,979,951,Omicron (BA.5),448.62,69922,32984.51
Slovenia,993,1063,Omicron (BA.5),501.45,70985,33485.96
Slovenia,1007,977,Omicron (BA.5),460.88,71962,33946.84
Slovenia,1021,550,Omicron (BA.5),259.45,72512,34206.29
Slovenia,1035,499,Omicron (BA.5),235.39,73011,34441.68
Slovenia,1049,687,Omicron (BA.5),324.08,73698,34765.76
Slovenia,1063,1126,Omicron (BQ.1),531.17,74824,35296.93
Slovenia,1077,833,Omicron (BQ.1),392.95,75657,35689.88
Slovenia,1091,491,Omicron (BQ.1),231.62,76148,35921.5
Slovenia,1105,202,Omicron (BQ.1),95.29,76350,36016.79
Slovenia,1119,235,Omicron (BQ.1),110.86,76585,36127.65
Slovenia,1133,218,Omicron (BQ.1),102.84,76803,36230.49
Slovenia,1147,258,Omicron (XBB.1.5),121.71,77061,36352.2
Slovenia,1161,354,Omicron (XBB.1.5),166.99,77415,36519.19
Slovenia,1175,289,Omicron (XBB.1.5),136.33,77704,36655.52
Slovenia,1189,241,Omicron (XBB.1.9),113.69,77945,36769.21
Slovenia,1203,157,Omicron (XBB.1.9),74.06,78102,36843.27
Slovenia,1217,130,Omicron (XBB.1.9),61.33,78232,36904.6
Slovenia,1231,119,Omicron (XBB.1.9),56.14,78351,36960.74
Slovenia,1245,65,Omicron (XBB.1.9),30.66,78416,36991.4
Slovenia,1259,32,Omicron (XBB.1.5),15.1,78448,37006.5
Slovenia,1273,32,Omicron (XBB.1.5),15.1,78480,37021.6
Slovenia,1287,14,,6.6,78494,37028.2
Slovenia,1301,30,Omicron (XBB.1.5),14.15,78524,37042.35
Slovenia,1315,65,Omicron (EG.5.1),30.66,78589,37073.01
Slovenia,1329,81,Omicron (EG.5.1),38.21,78670,37111.22
Slovenia,1343,156,Omicron (EG.5.1),73.59,78826,37184.81
Slovenia,1357,177,Omicron (EG.5.1),83.5,79003,37268.31
Slovenia,1371,97,Omicron (EG.5.1),45.76,79100,37314.07
Solomon Islands,293,6,,8.28,6,8.28
Solomon Islands,307,1,,1.38,7,9.66
Solomon Islands,349,2,,2.76,9,12.42
Solomon Islands,433,1,,1.38,10,13.8
Solomon Islands,713,1,,1.38,11,15.18
Solomon Islands,741,5,,6.9,16,22.08
Solomon Islands,755,10,,13.81,26,35.89
Solomon Islands,769,7,,9.66,33,45.55
Solomon Islands,783,23,,31.76,56,77.31
Solomon Islands,797,38,Delta,52.47,94,129.78
Solomon Islands,811,5,,6.9,99,136.68
Solomon Islands,825,80,Omicron (BA.2),110.46,179,247.14
Solomon Islands,839,43,Omicron (BA.2),59.37,222,306.51
Solomon Islands,853,9,,12.43,231,318.94
Solomon Islands,867,6,,8.28,237,327.22
Solomon Islands,909,2,,2.76,239,329.98
Solomon Islands,923,2,,2.76,241,332.74
Solomon Islands,937,4,,5.52,245,338.26
Solomon Islands,951,4,,5.52,249,343.78
Solomon Islands,965,2,,2.76,251,346.54
Solomon Islands,1007,1,,1.38,252,347.92
Solomon Islands,1021,4,,5.52,256,353.44
Solomon Islands,1035,41,Omicron (CH.1.1),56.61,297,410.05
Solomon Islands,1049,38,Omicron (CH.1.1),52.47,335,462.52
South Africa,111,161,Others,2.69,161,2.69
South Africa,125,108,Others,1.8,269,4.49
South Africa,139,120,Others,2.0,389,6.49
South Africa,153,190,Others,3.17,579,9.66
South Africa,167,334,Others,5.58,913,15.24
South Africa,181,469,Others,7.83,1382,23.07
South Africa,195,532,Others,8.88,1914,31.95
South Africa,209,193,Others,3.22,2107,35.17
South Africa,223,127,Others,2.12,2234,37.29
South Africa,237,341,Others,5.69,2575,42.98
South Africa,251,217,Others,3.62,2792,46.6
South Africa,265,277,Others,4.62,3069,51.22
South Africa,279,311,Others,5.19,3380,56.41
South Africa,293,405,Beta,6.76,3785,63.17
South Africa,307,334,Beta,5.58,4119,68.75
South Africa,321,413,Beta,6.9,4532,75.65
South Africa,335,514,Beta,8.58,5046,84.23
South Africa,349,842,Beta,14.06,5888,98.29
South Africa,363,907,Beta,15.14,6795,113.43
South Africa,377,375,Beta,6.26,7170,119.69
South Africa,391,307,Beta,5.13,7477,124.82
South Africa,405,179,Beta,2.99,7656,127.81
South Africa,419,303,Beta,5.06,7959,132.87
South Africa,433,258,Beta,4.31,8217,137.18
South Africa,447,170,Beta,2.84,8387,140.02
South Africa,461,321,Beta,5.36,8708,145.38
South Africa,475,437,Beta,7.3,9145,152.68
South Africa,489,493,Beta,8.23,9638,160.91
South Africa,503,843,Beta,14.07,10481,174.98
South Africa,517,1249,Delta,20.85,11730,195.83
South Africa,531,2020,Delta,33.73,13750,229.56
South Africa,545,1807,Delta,30.17,15557,259.73
South Africa,559,1588,Delta,26.51,17145,286.24
South Africa,573,1371,Delta,22.89,18516,309.13
South Africa,587,1253,Delta,20.92,19769,330.05
South Africa,601,1089,Delta,18.18,20858,348.23
South Africa,615,674,Delta,11.25,21532,359.48
South Africa,629,354,Delta,5.91,21886,365.39
South Africa,643,279,Delta,4.66,22165,370.05
South Africa,657,119,Delta,1.99,22284,372.04
South Africa,671,339,Omicron (BA.1),5.66,22623,377.7
South Africa,685,2096,Omicron (BA.1),35.0,24719,412.7
South Africa,699,2394,Omicron (BA.1),39.97,27113,452.67
South Africa,713,1554,Omicron (BA.1),25.95,28667,478.62
South Africa,727,1297,Omicron (BA.1),21.65,29964,500.27
South Africa,741,1052,Omicron (BA.2),17.56,31016,517.83
South Africa,755,486,Omicron (BA.2),8.11,31502,525.94
South Africa,769,556,Omicron (BA.2),9.28,32058,535.22
South Africa,783,539,Omicron (BA.2),9.0,32597,544.22
South Africa,797,571,Omicron (BA.2),9.53,33168,553.75
South Africa,811,794,Omicron (BA.2),13.26,33962,567.01
South Africa,825,943,Omicron (BA.4),15.74,34905,582.75
South Africa,839,1756,Omicron (BA.4),29.32,36661,612.07
South Africa,853,1005,Omicron (BA.4),16.78,37666,628.85
South Africa,867,827,Omicron (BA.4),13.81,38493,642.66
South Africa,881,485,Omicron (BA.4),8.1,38978,650.76
South Africa,895,280,Omicron (BA.4),4.67,39258,655.43
South Africa,909,250,Omicron (BA.5),4.17,39508,659.6
South Africa,923,167,Omicron (BA.5),2.79,39675,662.39
South Africa,937,126,Omicron (BA.5),2.1,39801,664.49
South Africa,951,136,Omicron (BA.5),2.27,39937,666.76
South Africa,965,182,Omicron (BA.5),3.04,40119,669.8
South Africa,979,353,Omicron (BA.5),5.89,40472,675.69
South Africa,993,315,Omicron (BA.5),5.26,40787,680.95
South Africa,1007,338,Omicron (BA.5),5.64,41125,686.59
South Africa,1021,380,Omicron (BA.5),6.34,41505,692.93
South Africa,1035,261,Omicron (BA.5),4.36,41766,697.29
South Africa,1049,260,Omicron (BA.5),4.34,42026,701.63
South Africa,1063,120,Omicron (BA.5),2.0,42146,703.63
South Africa,1077,67,Omicron (BQ.1),1.12,42213,704.75
South Africa,1091,503,Omicron (BQ.1),8.4,42716,713.15
South Africa,1105,485,Omicron (BQ.1),8.1,43201,721.25
South Africa,1119,684,Omicron (XBB.1.5),11.42,43885,732.67
South Africa,1133,532,Omicron (XBB.1.5),8.88,44417,741.55
South Africa,1147,391,Omicron (XBB.1.5),6.53,44808,748.08
South Africa,1161,382,Omicron (XBB.1.5),6.38,45190,754.46
South Africa,1175,104,Omicron (XBB.1.5),1.74,45294,756.2
South Africa,1189,191,Omicron (XBB.1.5),3.19,45485,759.39
South Africa,1203,129,Omicron (XBB.1.5),2.15,45614,761.54
South Africa,1217,123,Omicron (XBB.1.5),2.05,45737,763.59
South Africa,1231,44,Omicron (XBB.1.5),0.73,45781,764.32
South Africa,1245,37,Omicron (XBB.1.5),0.62,45818,764.94
South Africa,1259,22,,0.37,45840,765.31
South Africa,1273,25,,0.42,45865,765.73
South Africa,1287,28,,0.47,45893,766.2
South Africa,1301,25,,0.42,45918,766.62
South Africa,1315,104,Omicron (XBB.1.5),1.74,46022,768.36
South Africa,1329,93,Omicron (XBB.1.5),1.55,46115,769.91
South Africa,1343,52,Omicron (XBB.1.5),0.87,46167,770.78
South Africa,1357,9,,0.15,46176,770.93
South Korea,111,47,Others,0.91,47,0.91
South Korea,125,64,Others,1.24,111,2.15
South Korea,139,165,Others,3.18,276,5.33
South Korea,153,108,Others,2.08,384,7.41
South Korea,167,169,Others,3.26,553,10.67
South Korea,181,118,Others,2.28,671,12.95
South Korea,195,98,Others,1.89,769,14.84
South Korea,209,125,Others,2.41,894,17.25
South Korea,223,185,Others,3.57,1079,20.82
South Korea,237,69,Others,1.33,1148,22.15
South Korea,251,65,Others,1.25,1213,23.4
South Korea,265,66,Others,1.27,1279,24.67
South Korea,279,91,Others,1.76,1370,26.43
South Korea,293,86,Others,1.66,1456,28.09
South Korea,307,201,Others,3.88,1657,31.97
South Korea,321,174,Others,3.36,1831,35.33
South Korea,335,177,Others,3.42,2008,38.75
South Korea,349,189,Others,3.65,2197,42.4
South Korea,363,130,Others,2.51,2327,44.91
South Korea,377,186,Others,3.59,2513,48.5
South Korea,391,200,Others,3.86,2713,52.36
South Korea,405,240,Others,4.63,2953,56.99
South Korea,419,299,Others,5.77,3252,62.76
South Korea,433,260,Others,5.02,3512,67.78
South Korea,447,385,Others,7.43,3897,75.21
South Korea,461,466,Others,8.99,4363,84.2
South Korea,475,357,Others,6.89,4720,91.09
South Korea,489,191,Others,3.69,4911,94.78
South Korea,503,440,Others,8.49,5351,103.27
South Korea,517,423,Others,8.16,5774,111.43
South Korea,531,739,Others,14.26,6513,125.69
South Korea,545,960,Delta,18.53,7473,144.22
South Korea,559,1096,Delta,21.15,8569,165.37
South Korea,573,796,Delta,15.36,9365,180.73
South Korea,587,1060,Delta,20.46,10425,201.19
South Korea,601,1529,Delta,29.51,11954,230.7
South Korea,615,922,Delta,17.79,12876,248.49
South Korea,629,1042,Delta,20.11,13918,268.6
South Korea,643,1511,Delta,29.16,15429,297.76
South Korea,657,1447,Delta,27.93,16876,325.69
South Korea,671,1325,Delta,25.57,18201,351.26
South Korea,685,1642,Delta,31.69,19843,382.95
South Korea,699,1664,Delta,32.11,21507,415.06
South Korea,713,1443,Delta,27.85,22950,442.91
South Korea,727,1901,Omicron (BA.1),36.69,24851,479.6
South Korea,741,1290,Omicron (BA.1),24.9,26141,504.5
South Korea,755,1607,Omicron (BA.1),31.01,27748,535.51
South Korea,769,1781,Omicron (BA.1),34.37,29529,569.88
South Korea,783,1658,Omicron (BA.2),32.0,31187,601.88
South Korea,797,1325,Omicron (BA.2),25.57,32512,627.45
South Korea,811,2035,Omicron (BA.2),39.27,34547,666.72
South Korea,825,1969,Omicron (BA.2),38.0,36516,704.72
South Korea,839,1883,Omicron (BA.2),36.34,38399,741.06
South Korea,853,2038,Omicron (BA.2),39.33,40437,780.39
South Korea,867,2283,Omicron (BA.2),44.06,42720,824.45
South Korea,881,1996,Omicron (BA.2),38.52,44716,862.97
South Korea,895,1496,Omicron (BA.5),28.87,46212,891.84
South Korea,909,1713,Omicron (BA.5),33.06,47925,924.9
South Korea,923,1815,Omicron (BA.5),35.03,49740,959.93
South Korea,937,2027,Omicron (BA.5),39.12,51767,999.05
South Korea,951,3868,Omicron (BA.5),74.65,55635,1073.7
South Korea,965,2401,Omicron (BA.5),46.34,58036,1120.04
South Korea,979,3295,Omicron (BA.5),63.59,61331,1183.63
South Korea,993,2865,Omicron (BA.5),55.29,64196,1238.92
South Korea,1007,3052,Omicron (BA.5),58.9,67248,1297.82
South Korea,1021,3087,Omicron (BA.5),59.58,70335,1357.4
South Korea,1035,3246,Omicron (BA.5),62.64,73581,1420.04
South Korea,1049,2976,Omicron (BA.5),57.43,76557,1477.47
South Korea,1063,2995,Omicron (BA.5),57.8,79552,1535.27
South Korea,1077,3137,Omicron (BA.2.75),60.54,82689,1595.81
South Korea,1091,2847,Omicron (BA.2.75),54.94,85536,1650.75
South Korea,1105,3047,Omicron (BA.2.75),58.8,88583,1709.55
South Korea,1119,3114,Omicron (BA.2.75),60.1,91697,1769.65
South Korea,1133,3024,Omicron (BA.2.75),58.36,94721,1828.01
South Korea,1147,2963,Omicron (BA.2.75),57.18,97684,1885.19
South Korea,1161,2854,Omicron (BA.2.75),55.08,100538,1940.27
South Korea,1175,2785,Omicron (BA.2.75),53.75,103323,1994.02
South Korea,1189,2828,Omicron (XBB.1.5),54.58,106151,2048.6
South Korea,1203,2806,Omicron (XBB.1.9),54.15,108957,2102.75
South Korea,1217,2848,Omicron (XBB.1.9),54.96,111805,2157.71
South Korea,1231,2876,Omicron (XBB.1.9),55.5,114681,2213.21
South Korea,1245,2975,Omicron (XBB.1.9),57.41,117656,2270.62
South Korea,1259,2287,Omicron (XBB.1.9),44.14,119943,2314.76
South Korea,1273,2460,Omicron (XBB.1.9),47.48,122403,2362.24
South Korea,1287,1993,Omicron (XBB.1.9),38.46,124396,2400.7
South Korea,1301,1823,Omicron (XBB.1.9),35.18,126219,2435.88
South Korea,1315,2226,Omicron (EG.5.1),42.96,128445,2478.84
South Korea,1329,1240,Omicron (EG.5.1),23.93,129685,2502.77
South Korea,1343,2873,Omicron (EG.5.1),55.45,132558,2558.22
South Korea,1357,679,Omicron (EG.5.1),13.1,133237,2571.32
South Korea,1371,29,,0.56,133266,2571.88
South Sudan,209,1,,0.09,1,0.09
South Sudan,363,4,,0.37,5,0.46
South Sudan,377,13,,1.19,18,1.65
South Sudan,391,3,,0.27,21,1.92
South Sudan,405,1,,0.09,22,2.01
South Sudan,419,19,,1.74,41,3.75
South Sudan,433,5,,0.46,46,4.21
South Sudan,447,5,,0.46,51,4.67
South Sudan,461,1,,0.09,52,4.76
South Sudan,475,6,,0.55,58,5.31
South Sudan,489,1,,0.09,59,5.4
South Sudan,503,1,,0.09,60,5.49
South Sudan,517,10,,0.92,70,6.41
South Sudan,531,5,,0.46,75,6.87
South Sudan,545,5,,0.46,80,7.33
South Sudan,559,9,,0.82,89,8.15
South Sudan,573,2,,0.18,91,8.33
South Sudan,587,4,,0.37,95,8.7
South Sudan,601,5,,0.46,100,9.16
South Sudan,615,4,,0.37,104,9.53
South Sudan,629,17,,1.56,121,11.09
South Sudan,643,10,,0.92,131,12.01
South Sudan,657,4,,0.37,135,12.38
South Sudan,671,4,,0.37,139,12.75
South Sudan,699,28,,2.57,167,15.32
Spain,111,184,Others,3.87,184,3.87
Spain,125,97,Others,2.04,281,5.91
Spain,139,60,Others,1.26,341,7.17
Spain,153,67,Others,1.41,408,8.58
Spain,167,135,Others,2.84,543,11.42
Spain,181,142,Others,2.99,685,14.41
Spain,195,164,Others,3.45,849,17.86
Spain,209,248,Others,5.21,1097,23.07
Spain,223,276,Others,5.8,1373,28.87
Spain,237,417,Others,8.77,1790,37.64
Spain,251,478,Others,10.05,2268,47.69
Spain,265,566,Others,11.9,2834,59.59
Spain,279,476,Others,10.01,3310,69.6
Spain,293,360,Others,7.57,3670,77.17
Spain,307,381,Others,8.01,4051,85.18
Spain,321,485,Others,10.2,4536,95.38
Spain,335,1067,Others,22.44,5603,117.82
Spain,349,1463,Others,30.76,7066,148.58
Spain,363,1955,Others,41.11,9021,189.69
Spain,377,3051,Others,64.15,12072,253.84
Spain,391,2899,Others,60.96,14971,314.8
Spain,405,2856,Alpha,60.05,17827,374.85
Spain,419,3050,Alpha,64.13,20877,438.98
Spain,433,3146,Alpha,66.15,24023,505.13
Spain,447,3396,Alpha,71.41,27419,576.54
Spain,461,3800,Alpha,79.9,31219,656.44
Spain,475,4135,Alpha,86.95,35354,743.39
Spain,489,3689,Alpha,77.57,39043,820.96
Spain,503,3739,Alpha,78.62,42782,899.58
Spain,517,3496,Alpha,73.51,46278,973.09
Spain,531,5529,Delta,116.26,51807,1089.35
Spain,545,6981,Delta,146.79,58788,1236.14
Spain,559,7225,Delta,151.92,66013,1388.06
Spain,573,5683,Delta,119.49,71696,1507.55
Spain,587,4485,Delta,94.3,76181,1601.85
Spain,601,3870,Delta,81.37,80051,1683.22
Spain,615,2814,Delta,59.17,82865,1742.39
Spain,629,2171,Delta,45.65,85036,1788.04
Spain,643,2511,Delta,52.8,87547,1840.84
Spain,657,2873,Delta,60.41,90420,1901.25
Spain,671,4256,Delta,89.49,94676,1990.74
Spain,685,4799,Delta,100.91,99475,2091.65
Spain,699,5915,Delta,124.37,105390,2216.02
Spain,713,4823,Omicron (BA.1),101.41,110213,2317.43
Spain,727,5384,Omicron (BA.1),113.21,115597,2430.64
Spain,741,4843,Omicron (BA.1),101.83,120440,2532.47
Spain,755,4605,Omicron (BA.1),96.83,125045,2629.3
Spain,769,3882,Omicron (BA.1),81.63,128927,2710.93
Spain,783,3788,Omicron (BA.2),79.65,132715,2790.58
Spain,797,3861,Omicron (BA.2),81.18,136576,2871.76
Spain,811,3227,Omicron (BA.2),67.85,139803,2939.61
Spain,825,2935,Omicron (BA.2),61.71,142738,3001.32
Spain,839,4033,Omicron (BA.2),84.8,146771,3086.12
Spain,853,4093,Omicron (BA.2),86.06,150864,3172.18
Spain,867,3804,Omicron (BA.2),79.99,154668,3252.17
Spain,881,3593,Omicron (BA.5),75.55,158261,3327.72
Spain,895,4462,Omicron (BA.5),93.82,162723,3421.54
Spain,909,4936,Omicron (BA.5),103.79,167659,3525.33
Spain,923,3535,Omicron (BA.5),74.33,171194,3599.66
Spain,937,2464,Omicron (BA.5),51.81,173658,3651.47
Spain,951,1639,Omicron (BA.5),34.46,175297,3685.93
Spain,965,1326,Omicron (BA.5),27.88,176623,3713.81
Spain,979,1330,Omicron (BA.5),27.97,177953,3741.78
Spain,993,1505,Omicron (BA.5),31.65,179458,3773.43
Spain,1007,2003,Omicron (BA.5),42.12,181461,3815.55
Spain,1021,1797,Omicron (BA.5),37.78,183258,3853.33
Spain,1035,2087,Omicron (BQ.1),43.88,185345,3897.21
Spain,1049,2027,Omicron (BQ.1),42.62,187372,3939.83
Spain,1063,2056,Omicron (BQ.1),43.23,189428,3983.06
Spain,1077,1824,Omicron (BQ.1),38.35,191252,4021.41
Spain,1091,1768,Omicron (BQ.1),37.18,193020,4058.59
Spain,1105,1132,Omicron (BQ.1),23.8,194152,4082.39
Spain,1119,1126,Omicron (BQ.1),23.68,195278,4106.07
Spain,1133,1039,Omicron (BQ.1),21.85,196317,4127.92
Spain,1147,1189,Omicron (XBB.1.5),25.0,197506,4152.92
Spain,1161,1200,Omicron (XBB.1.5),25.23,198706,4178.15
Spain,1175,1231,Omicron (XBB.1.5),25.88,199937,4204.03
Spain,1189,1707,Omicron (XBB.1.5),35.89,201644,4239.92
Spain,1203,1846,Omicron (XBB.1.5),38.82,203490,4278.74
Spain,1217,1699,Omicron (XBB.1.5),35.72,205189,4314.46
Spain,1231,1515,Omicron (XBB.1.5),31.86,206704,4346.32
Spain,1245,956,Omicron (XBB.1.5),20.1,207660,4366.42
Spain,1259,653,Omicron (XBB.1.5),13.73,208313,4380.15
Spain,1273,625,Omicron (XBB.1.5),13.14,208938,4393.29
Spain,1287,941,Omicron (XBB.1.5),19.79,209879,4413.08
Spain,1301,1460,Omicron (EG.5.1),30.7,211339,4443.78
Spain,1315,1456,Omicron (EG.5.1),30.61,212795,4474.39
Spain,1329,1635,Omicron (EG.5.1),34.38,214430,4508.77
Spain,1343,1340,Omicron (EG.5.1),28.18,215770,4536.95
Spain,1357,766,Omicron (EG.5.1),16.11,216536,4553.06
Spain,1371,212,Omicron (EG.5.1),4.46,216748,4557.52
Sri Lanka,111,1,,0.05,1,0.05
Sri Lanka,195,3,,0.14,4,0.19
Sri Lanka,265,1,,0.05,5,0.24
Sri Lanka,279,3,,0.14,8,0.38
Sri Lanka,293,7,,0.32,15,0.7
Sri Lanka,307,2,,0.09,17,0.79
Sri Lanka,321,10,,0.46,27,1.25
Sri Lanka,335,13,,0.6,40,1.85
Sri Lanka,349,10,,0.46,50,2.31
Sri Lanka,363,19,,0.87,69,3.18
Sri Lanka,377,72,Others,3.3,141,6.48
Sri Lanka,391,45,Others,2.06,186,8.54
Sri Lanka,405,49,Others,2.24,235,10.78
Sri Lanka,419,26,,1.19,261,11.97
Sri Lanka,433,24,,1.1,285,13.07
Sri Lanka,447,8,,0.37,293,13.44
Sri Lanka,461,18,,0.82,311,14.26
Sri Lanka,475,42,Alpha,1.92,353,16.18
Sri Lanka,489,42,Alpha,1.92,395,18.1
Sri Lanka,503,45,Alpha,2.06,440,20.16
Sri Lanka,517,91,Alpha,4.17,531,24.33
Sri Lanka,531,88,Alpha,4.03,619,28.36
Sri Lanka,545,105,Alpha,4.81,724,33.17
Sri Lanka,559,91,Delta,4.17,815,37.34
Sri Lanka,573,122,Delta,5.59,937,42.93
Sri Lanka,587,93,Delta,4.26,1030,47.19
Sri Lanka,601,177,Delta,8.11,1207,55.3
Sri Lanka,615,89,Delta,4.08,1296,59.38
Sri Lanka,629,127,Delta,5.82,1423,65.2
Sri Lanka,643,80,Delta,3.66,1503,68.86
Sri Lanka,657,129,Delta,5.91,1632,74.77
Sri Lanka,671,96,Delta,4.4,1728,79.17
Sri Lanka,685,167,Delta,7.65,1895,86.82
Sri Lanka,699,188,Delta,8.61,2083,95.43
Sri Lanka,713,140,Omicron (BA.1),6.41,2223,101.84
Sri Lanka,727,145,Omicron (BA.1),6.64,2368,108.48
Sri Lanka,741,193,Omicron (BA.1),8.84,2561,117.32
Sri Lanka,755,156,Omicron (BA.2),7.15,2717,124.47
Sri Lanka,769,80,Omicron (BA.2),3.66,2797,128.13
Sri Lanka,783,72,Omicron (BA.2),3.3,2869,131.43
Sri Lanka,797,20,,0.92,2889,132.35
Sri Lanka,811,11,,0.5,2900,132.85
Sri Lanka,825,9,,0.41,2909,133.26
Sri Lanka,839,2,,0.09,2911,133.35
Sri Lanka,853,3,,0.14,2914,133.49
Sri Lanka,867,1,,0.05,2915,133.54
Sri Lanka,895,3,,0.14,2918,133.68
Sri Lanka,909,21,,0.96,2939,134.64
Sri Lanka,923,8,,0.37,2947,135.01
Sri Lanka,937,51,Omicron (BA.5),2.34,2998,137.35
Sri Lanka,951,3,,0.14,3001,137.49
Sri Lanka,1007,1,,0.05,3002,137.54
Sri Lanka,1021,17,,0.78,3019,138.32
Sri Lanka,1035,4,,0.18,3023,138.5
Sri Lanka,1049,2,,0.09,3025,138.59
Sri Lanka,1063,2,,0.09,3027,138.68
Sri Lanka,1077,3,,0.14,3030,138.82
Sri Lanka,1091,4,,0.18,3034,139.0
Sri Lanka,1175,2,,0.09,3036,139.09
Sri Lanka,1203,15,,0.69,3051,139.78
Sudan,125,3,,0.06,3,0.06
Sudan,139,11,,0.23,14,0.29
Sudan,153,1,,0.02,15,0.31
Sudan,181,3,,0.06,18,0.37
Sudan,265,1,,0.02,19,0.39
Sudan,391,3,,0.06,22,0.45
Sudan,419,17,,0.36,39,0.81
Sudan,433,30,Others,0.64,69,1.45
Sudan,447,3,,0.06,72,1.51
Sudan,461,10,,0.21,82,1.72
Sudan,475,13,,0.28,95,2.0
Sudan,489,1,,0.02,96,2.02
Sudan,503,15,,0.32,111,2.34
Sudan,517,12,,0.26,123,2.6
Sudan,531,61,Delta,1.3,184,3.9
Sudan,545,7,,0.15,191,4.05
Sudan,559,1,,0.02,192,4.07
Sudan,601,1,,0.02,193,4.09
Sudan,629,11,,0.23,204,4.32
Sudan,643,20,,0.43,224,4.75
Sudan,657,2,,0.04,226,4.79
Sudan,671,8,,0.17,234,4.96
Sudan,685,29,,0.62,263,5.58
Sudan,699,5,,0.11,268,5.69
Sudan,713,1,,0.02,269,5.71
Sudan,727,101,Omicron (BA.1),2.15,370,7.86
Sudan,741,65,Omicron (BA.1),1.39,435,9.25
Sudan,755,2,,0.04,437,9.29
Sudan,783,2,,0.04,439,9.33
Sudan,1119,1,,0.02,440,9.35
Sudan,1133,2,,0.04,442,9.39
Sudan,1147,3,,0.06,445,9.45
Suriname,111,1,,1.62,1,1.62
Suriname,153,3,,4.85,4,6.47
Suriname,167,30,Others,48.54,34,55.01
Suriname,181,23,,37.21,57,92.22
Suriname,195,2,,3.24,59,95.46
Suriname,209,22,,35.6,81,131.06
Suriname,223,3,,4.85,84,135.91
Suriname,335,8,,12.94,92,148.85
Suriname,349,6,,9.71,98,158.56
Suriname,377,17,,27.51,115,186.07
Suriname,391,11,,17.8,126,203.87
Suriname,405,25,,40.45,151,244.32
Suriname,419,14,,22.65,165,266.97
Suriname,433,36,Others,58.25,201,325.22
Suriname,447,53,Gamma,85.75,254,410.97
Suriname,461,33,Gamma,53.39,287,464.36
Suriname,475,27,,43.69,314,508.05
Suriname,489,50,Gamma,80.9,364,588.95
Suriname,503,51,Gamma,82.52,415,671.47
Suriname,517,29,,46.92,444,718.39
Suriname,531,49,Gamma,79.28,493,797.67
Suriname,545,34,Gamma,55.01,527,852.68
Suriname,559,44,Gamma,71.19,571,923.87
Suriname,573,49,Gamma,79.28,620,1003.15
Suriname,587,46,Delta,74.43,666,1077.58
Suriname,601,67,Delta,108.41,733,1185.99
Suriname,615,44,Delta,71.19,777,1257.18
Suriname,629,40,Delta,64.72,817,1321.9
Suriname,643,26,,42.07,843,1363.97
Suriname,657,11,,17.8,854,1381.77
Suriname,671,20,,32.36,874,1414.13
Suriname,685,22,,35.6,896,1449.73
Suriname,699,18,,29.12,914,1478.85
Suriname,713,34,Delta,55.01,948,1533.86
Suriname,727,23,,37.21,971,1571.07
Suriname,741,41,Omicron (BA.1),66.34,1012,1637.41
Suriname,755,13,,21.03,1025,1658.44
Suriname,769,2,,3.24,1027,1661.68
Suriname,783,8,,12.94,1035,1674.62
Suriname,797,16,,25.89,1051,1700.51
Suriname,825,12,,19.42,1063,1719.93
Suriname,839,18,,29.12,1081,1749.05
Suriname,853,4,,6.47,1085,1755.52
Sweden,111,52,Others,4.93,52,4.93
Sweden,125,81,Others,7.68,133,12.61
Sweden,139,82,Others,7.77,215,20.38
Sweden,153,36,Others,3.41,251,23.79
Sweden,167,44,Others,4.17,295,27.96
Sweden,181,40,Others,3.79,335,31.75
Sweden,195,15,,1.42,350,33.17
Sweden,209,41,Others,3.89,391,37.06
Sweden,223,43,Others,4.08,434,41.14
Sweden,237,38,Others,3.6,472,44.74
Sweden,251,54,Others,5.12,526,49.86
Sweden,265,45,Others,4.27,571,54.13
Sweden,279,43,Others,4.08,614,58.21
Sweden,293,124,Others,11.75,738,69.96
Sweden,307,104,Others,9.86,842,79.82
Sweden,321,145,Others,13.74,987,93.56
Sweden,335,172,Others,16.3,1159,109.86
Sweden,349,533,Others,50.52,1692,160.38
Sweden,363,1314,Others,124.56,3006,284.94
Sweden,377,3324,Others,315.09,6330,600.03
Sweden,391,7562,Others,716.82,13892,1316.85
Sweden,405,10471,Alpha,992.57,24363,2309.42
Sweden,419,11973,Alpha,1134.95,36336,3444.37
Sweden,433,12403,Alpha,1175.71,48739,4620.08
Sweden,447,7331,Alpha,694.92,56070,5315.0
Sweden,461,6550,Alpha,620.89,62620,5935.89
